RefSeq_oriC,Avg_occurance,Correct
NZ_CP015410_0,0.3448051948051948,True
NZ_CP015410_1,0.24220779220779215,False
NZ_CP015410_2,0.21948051948051944,False
NZ_CP015410_3,0.19350649350649346,False
NZ_CP014438_0,1.0,True
NZ_CP017247_0,1.0,True
NZ_CP014936_0,1.0,True
NZ_CP015408_0,0.75,True
NZ_CP015408_1,0.25,False
NZ_CP009476_0,0.6006944444444444,True
NZ_CP009476_1,0.3993055555555556,False
NZ_CP019769_0,0.925,True
NZ_CP019769_1,0.07500000000000001,False
NZ_AP012334_0,1.0,True
NZ_CP012920_0,0.7416666666666667,True
NZ_CP012920_1,0.25833333333333336,False
NZ_CP009541_0,0.6993243243243243,True
NZ_CP009541_1,0.30067567567567566,False
NZ_CP009600_0,1.0,True
NZ_CP016778_0,1.0,False
NZ_CP024717_0,0.635,True
NZ_CP024717_1,0.22166666666666665,False
NZ_CP024717_2,0.1433333333333333,False
NZ_CP008921_0,1.0,True
NZ_CP017763_0,0.7083333333333333,True
NZ_CP017763_1,0.29166666666666663,False
NZ_CP018766_0,1.0,True
NZ_CP016776_0,0.5,True
NZ_CP016776_1,0.2589285714285714,False
NZ_CP016776_2,0.24107142857142855,False
NZ_CP009796_0,1.0,True
NZ_CP015646_0,1.0,True
NZ_CP015114_0,0.5461956521739131,True
NZ_CP015114_1,0.4538043478260869,False
NC_018585_0,1.0,True
NZ_CP011686_0,1.0,True
NZ_CP016769_0,0.44999999999999996,True
NZ_CP016769_1,0.15000000000000002,False
NZ_CP016769_2,0.14285714285714285,False
NZ_CP016769_3,0.12857142857142856,False
NZ_CP016769_4,0.12857142857142856,False
NZ_CP014179_0,1.0,True
NZ_CP015222_0,1.0,True
NZ_CP021500_0,1.0,True
NZ_CP016877_0,1.0,True
NZ_CP024563_0,1.0,True
NC_020210_0,1.0,True
NZ_CP008846_0,1.0,True
NZ_CP014761_0,0.28409090909090906,False
NZ_CP014761_1,0.15909090909090906,False
NZ_CP014761_2,0.22727272727272724,False
NZ_CP014761_3,0.0227272727272727,False
NZ_CP014761_4,0.0909090909090909,False
NZ_CP014761_5,0.07954545454545454,False
NZ_CP014761_6,0.07954545454545454,False
NZ_CP014761_7,0.04545454545454545,False
NZ_CP014761_8,0.01136363636363635,False
NZ_CP011882_0,0.6909814323607427,True
NZ_CP011882_1,0.3090185676392573,False
NZ_CP017747_0,1.0,True
NZ_CP016770_0,0.8920454545454546,True
NZ_CP016770_1,0.10795454545454544,False
NZ_CP007600_0,1.0,False
NZ_AP014864_0,1.0,True
NZ_CP019593_0,1.0,True
NZ_CP013018_0,1.0,True
NZ_CP016629_0,0.8363636363636364,True
NZ_CP016629_1,0.1636363636363636,False
NZ_CP018630_0,1.0,True
NZ_CP009687_0,1.0,True
NZ_CP019615_0,0.7978260869565217,True
NZ_CP019615_1,0.20217391304347826,False
NZ_CP009245_0,0.2709090909090909,False
NZ_CP009245_1,0.1609090909090909,False
NZ_CP009245_2,0.1209090909090909,False
NZ_CP009245_3,0.16636363636363635,False
NZ_CP009245_4,0.06545454545454545,False
NZ_CP009245_5,0.06545454545454545,False
NZ_CP009245_6,0.06,False
NZ_CP009245_7,0.09,False
NZ_CP008944_0,0.7937062937062938,True
NZ_CP008944_1,0.20629370629370625,False
NZ_CP007171_0,1.0,True
NZ_CP020713_0,0.20149613899613894,False
NZ_CP020713_1,0.2642374517374517,True
NZ_CP020713_2,0.1928088803088803,False
NZ_CP020713_3,0.1662644787644787,False
NZ_CP020713_4,0.17519305019305015,False
NZ_CP024528_0,1.0,True
NZ_CP020358_0,1.0,True
NZ_CP012725_0,1.0,True
NZ_CP013911_0,1.0,True
NZ_CP015883_0,0.6576086956521738,True
NZ_CP015883_1,0.34239130434782605,False
NZ_CP009575_0,1.0,True
NZ_CP019963_0,0.6666666666666666,False
NZ_CP019963_1,0.33333333333333326,False
NZ_CP009761_0,0.7521008403361344,True
NZ_CP009761_1,0.2478991596638655,False
NZ_CP009045_0,0.78125,True
NZ_CP009045_1,0.21875,False
NC_022878_0,1.0,True
NC_020229_0,0.8035714285714286,True
NC_020229_1,0.1964285714285714,False
NZ_CP010014_0,1.0,True
NZ_CP017952_0,1.0,True
NZ_CP015238_0,1.0,True
NZ_CP013200_0,0.49999999999999994,True
NZ_CP013200_1,0.19047619047619047,False
NZ_CP013200_2,0.1428571428571428,False
NZ_CP013200_3,0.0714285714285714,False
NZ_CP013200_4,0.0952380952380952,False
NZ_CP014426_0,1.0,True
NZ_CP022270_0,0.7857142857142857,True
NZ_CP022270_1,0.21428571428571425,False
NZ_CP016398_0,0.8083333333333333,True
NZ_CP016398_1,0.19166666666666665,False
NZ_CP011914_0,0.7138888888888889,True
NZ_CP011914_1,0.2861111111111111,False
NZ_CP009300_0,1.0,True
NZ_CP014924_0,1.0,True
NC_020449_0,0.28896103896103886,True
NC_020449_1,0.20941558441558433,False
NC_020449_2,0.1639610389610389,False
NC_020449_3,0.12662337662337658,False
NC_020449_4,0.106060606060606,False
NC_020449_5,0.10497835497835495,False
NZ_CP021498_0,1.0,True
NZ_CP013919_0,1.0,True
NZ_CP021685_0,0.7662337662337663,True
NZ_CP021685_1,0.23376623376623373,False
NZ_CP018935_0,0.7128378378378378,True
NZ_CP018935_1,0.28716216216216217,False
NZ_CP014397_0,1.0,True
NZ_CP019594_0,1.0,True
NZ_CP014780_0,1.0,True
NZ_CP017577_0,1.0,True
NZ_CP011420_0,1.0,True
NZ_CP017354_0,1.0,True
NZ_CP015727_0,1.0,True
NC_008571_0,1.0,True
NC_022777_0,1.0,True
NZ_CP013261_0,0.8071428571428572,True
NZ_CP013261_1,0.19285714285714284,False
NZ_CP016808_0,0.755,True
NZ_CP016808_1,0.245,False
NZ_CP014795_0,0.7007575757575758,True
NZ_CP014795_1,0.29924242424242425,False
NZ_CP011769_0,1.0,True
NZ_CP012968_0,1.0,True
NZ_CP013247_0,1.0,True
NZ_CP007605_0,0.31362007168458783,False
NZ_CP007605_1,0.2979390681003584,False
NZ_CP007605_2,0.15949820788530467,False
NZ_CP007605_3,0.11559139784946229,False
NZ_CP007605_4,0.1133512544802867,False
NC_002936_0,0.34615384615384615,True
NC_002936_1,0.32692307692307687,False
NC_002936_2,0.16346153846153844,False
NC_002936_3,0.16346153846153844,False
NZ_AP013356_0,0.3221153846153846,False
NZ_AP013356_1,0.28525641025641024,True
NZ_AP013356_2,0.1394230769230769,False
NZ_AP013356_3,0.17467948717948717,False
NZ_AP013356_4,0.07852564102564094,False
NC_016628_0,1.0,True
NC_016625_0,0.9166666666666667,True
NC_016625_1,0.0833333333333333,False
NC_017366_0,0.28119658119658114,True
NC_017366_1,0.22350427350427346,False
NC_017366_2,0.15769230769230766,False
NC_017366_3,0.15769230769230766,False
NC_017366_4,0.08589743589743586,False
NC_017366_5,0.094017094017094,False
NC_003912_0,0.5868055555555556,True
NC_003912_1,0.4131944444444444,False
NC_017733_0,0.5625,False
NC_017733_1,0.3125,False
NC_017733_2,0.125,False
NC_004460_0,0.7333333333333334,True
NC_004460_1,0.26666666666666666,False
NC_010677_0,0.6465201465201466,True
NC_010677_1,0.2289377289377289,False
NC_010677_2,0.1245421245421245,False
NC_014632_0,1.0,True
NZ_AP017973_0,0.7424242424242424,True
NZ_AP017973_1,0.2121212121212121,False
NZ_AP017973_2,0.04545454545454545,False
NC_017861_0,0.25148809523809523,True
NC_017861_1,0.1889880952380952,False
NC_017861_2,0.1889880952380952,False
NC_017861_3,0.1145833333333333,False
NC_017861_4,0.0907738095238095,False
NC_017861_5,0.0788690476190476,False
NC_017861_6,0.08630952380952381,False
NC_002940_0,0.4842105263157894,True
NC_002940_1,0.3175438596491228,False
NC_002940_2,0.1982456140350877,False
NZ_CP009440_0,1.0,True
NC_022543_0,0.5757575757575758,True
NC_022543_1,0.4242424242424242,False
NC_002950_0,0.31184210526315786,False
NC_002950_1,0.20657894736842103,False
NC_002950_2,0.20263157894736838,True
NC_002950_3,0.1289473684210526,False
NC_002950_4,0.125,False
NC_002950_5,0.025,False
NZ_CP024126_0,0.5833333333333333,True
NZ_CP024126_1,0.41666666666666663,False
NC_006300_0,0.6696832579185521,True
NC_006300_1,0.33031674208144796,False
NC_008319_0,0.6041666666666666,True
NC_008319_1,0.3958333333333333,False
NC_017505_0,1.0,True
NC_009255_0,0.95,True
NC_009255_1,0.05,False
NC_001263_0,0.4739583333333333,False
NC_001263_1,0.26041666666666663,False
NC_001263_2,0.09375,False
NC_001263_3,0.125,False
NC_001263_4,0.046875,False
NZ_LT960788_0,1.0,True
NC_010742_0,0.40625,True
NC_010742_1,0.3125,False
NC_010742_2,0.28125,False
NC_008391_0,0.75,True
NC_008391_1,0.25,False
NC_014738_0,0.3920145190562613,True
NC_014738_1,0.26950998185117964,False
NC_014738_2,0.2168784029038112,False
NC_014738_3,0.07803992740471864,False
NC_014738_4,0.043557168784029,False
NC_021743_0,0.46904761904761905,True
NC_021743_1,0.24999999999999994,False
NC_021743_2,0.15238095238095228,False
NC_021743_3,0.1285714285714285,False
NC_010103_0,0.40625,True
NC_010103_1,0.3125,False
NC_010103_2,0.28125,False
NC_017846_0,0.3875,False
NC_017846_1,0.29583333333333334,False
NC_017846_2,0.18749999999999994,False
NC_017846_3,0.12916666666666665,False
NC_011983_0,0.6388888888888888,True
NC_011983_1,0.3055555555555556,False
NC_011983_2,0.05555555555555555,False
NC_007513_0,1.0,True
NZ_CP022096_0,1.0,True
NC_021991_0,1.0,True
NC_018412_0,0.3441558441558441,False
NC_018412_1,0.2792207792207792,True
NC_018412_2,0.1883116883116883,False
NC_018412_3,0.1883116883116883,False
NC_017219_0,0.3127980922098569,True
NC_017219_1,0.1804451510333863,False
NC_017219_2,0.12281399046104925,False
NC_017219_3,0.028219395866454652,False
NC_017219_4,0.1299682034976152,False
NC_017219_5,0.1558028616852146,False
NC_017219_6,0.06995230524642285,False
NC_009613_0,0.375,True
NC_009613_1,0.29166666666666663,False
NC_009613_2,0.11111111111111105,False
NC_009613_3,0.2222222222222222,False
NZ_LN626917_0,1.0,True
NC_013209_0,1.0,True
NC_009663_0,0.5681818181818181,True
NC_009663_1,0.43181818181818177,False
NC_016589_0,1.0,True
NZ_CP012647_0,1.0,True
NZ_CP013467_0,1.0,True
NC_017365_0,0.30263157894736836,True
NC_017365_1,0.23684210526315785,False
NC_017365_2,0.22368421052631576,False
NC_017365_3,0.1184210526315789,False
NC_017365_4,0.1184210526315789,False
NC_019955_0,1.0,True
NC_015183_0,0.875,True
NC_015183_1,0.125,False
NC_017256_0,0.6944444444444444,True
NC_017256_1,0.3055555555555556,False
NZ_AP018052_0,0.8666666666666667,True
NZ_AP018052_1,0.1333333333333333,False
NC_012034_0,1.0,True
NZ_CP022291_0,1.0,True
NZ_CP007604_0,0.3333333333333333,False
NZ_CP007604_1,0.3131313131313131,True
NZ_CP007604_2,0.1919191919191919,False
NZ_CP007604_3,0.08838383838383834,False
NZ_CP007604_4,0.0732323232323232,False
NC_014625_0,0.375,False
NC_014625_1,0.3333333333333333,False
NC_014625_2,0.29166666666666663,False
NC_006512_0,0.6136363636363636,True
NC_006512_1,0.38636363636363635,False
NZ_CP009261_0,1.0,True
NC_008751_0,1.0,True
NC_011365_0,0.4051724137931034,False
NC_011365_1,0.23850574712643674,True
NC_011365_2,0.18678160919540227,False
NC_011365_3,0.16954022988505746,False
NC_009138_0,1.0,True
NC_015633_0,1.0,True
NC_010515_0,1.0,True
NC_012856_0,0.5555555555555556,False
NC_012856_1,0.4444444444444444,False
NC_008044_0,0.39285714285714285,False
NC_008044_1,0.2976190476190476,False
NC_008044_2,0.21428571428571425,True
NC_008044_3,0.0714285714285714,False
NC_008044_4,0.0238095238095238,False
NC_022550_0,0.2587719298245614,False
NC_022550_1,0.24269005847953215,False
NC_022550_2,0.21637426900584789,False
NC_022550_3,0.1637426900584795,False
NC_022550_4,0.1184210526315789,False
NZ_CP025046_0,0.5428571428571428,True
NZ_CP025046_1,0.4571428571428571,False
NC_002163_0,0.5352941176470588,True
NC_002163_1,0.3137254901960784,False
NC_002163_2,0.1509803921568627,False
NC_014960_0,0.7714285714285715,True
NC_014960_1,0.22857142857142854,False
NC_015164_0,0.42599620493358636,True
NC_015164_1,0.3538899430740038,False
