min_confidence,precision_standard,recall_standard,distance_pc_standard,precision_no_G,recall_no_G,distance_pc_no_G
2.6,55.55555555555556,0.21285653469561516,0.4444444444444444,0.0,0.0,0
2.7,55.55555555555556,0.21285653469561516,0.4444444444444444,0.0,0.0,0
2.8,50.0,0.1276595744680851,0.5,0.0,0.0,0
2.9,50.0,0.1276595744680851,0.5,0.0,0.0,0
3.0,40.0,0.0851063829787234,0.6,0.0,0.0,0
3.1,40.0,0.0851063829787234,0.6,0.0,0.0,0
3.2,50.0,0.08507018290089324,0.5,0.0,0.0,0
3.3,50.0,0.08507018290089324,0.5,0.0,0.0,0
3.4,50.0,0.08507018290089324,0.5,0.0,0.0,0
3.5,66.66666666666666,0.08503401360544217,0.3333333333333333,0.0,0.0,0
3.6,66.66666666666666,0.08503401360544217,0.3333333333333333,0.0,0.0,0
3.7,100.0,0.08499787505312367,0.0,0.0,0.0,0
3.8,0.0,0.0,,0.0,0.0,0
3.9,0.0,0.0,,0.0,0.0,0
4.0,0.0,0.0,,0.0,0.0,0
